region_i,region_j,network_i,network_j,rest,task,change,abs_change
LH_DorsAttnB_PostC_2,LH_SalVentAttnA_Ins_1,DorsalAttention,VentralAttention,0.11448580369679616,0.1369708089585981,0.02248500526180193,0.02248500526180193
LH_SomMotB_S2_2,RH_SalVentAttnA_FrMed_1,Somatomotor,VentralAttention,0.3939043664232114,0.3714231524865291,-0.022481213936682343,0.022481213936682343
RH_VisCent_ExStr_4,RH_VisPeri_ExStrSup_1,Visual,Visual,0.20198420493830915,0.22446460720673314,0.022480402268423988,0.022480402268423988
LH_DorsAttnA_ParOcc_1,RH_SomMotA_6,DorsalAttention,Somatomotor,0.11998871020954317,0.09751023968959012,-0.022478470519953053,0.022478470519953053
LH_LimbicA_TempPole_1,RH_SalVentAttnB_IPL_1,Limbic,VentralAttention,-0.068602112951666,-0.09107765208440025,-0.022475539132734243,0.022475539132734243
LH_DefaultB_PFCd_1,RH_VisCent_Striate_1,DefaultMode,Visual,-0.1843287086658886,-0.1618532504169389,0.022475458248949698,0.022475458248949698
LH_ContA_PFCd_1,LH_SomMotA_6,FrontoParietal,Somatomotor,0.34202488536725256,0.31955160159737495,-0.022473283769877617,0.022473283769877617
LH_SomMotB_Aud_1,RH_SomMotA_1,Somatomotor,Somatomotor,0.1170774276637614,0.09460625032938072,-0.022471177334380685,0.022471177334380685
RH_LimbicA_TempPole_2,RH_SalVentAttnB_PFClv_1,Limbic,VentralAttention,-0.08584072212221303,-0.0633807259283728,0.02245999619384023,0.02245999619384023
LH_ContB_PFClv_1,LH_DefaultA_PFCm_3,FrontoParietal,DefaultMode,0.06787447524123298,0.0454203873879241,-0.02245408785330888,0.02245408785330888
RH_DorsAttnB_PostC_4,RH_LimbicB_OFC_4,DorsalAttention,Limbic,-0.1771078321380748,-0.19956121316308625,-0.02245338102501146,0.02245338102501146
LH_SalVentAttnA_Ins_1,RH_SalVentAttnA_FrMed_2,VentralAttention,VentralAttention,0.2331097884739434,0.21067263149959028,-0.022437156974353112,0.022437156974353112
LH_LimbicA_TempPole_3,LH_SalVentAttnA_FrMed_2,Limbic,VentralAttention,-0.02290151288559968,-0.04532479186955055,-0.022423278983950874,0.022423278983950874
RH_ContB_PFCld_1,RH_VisPeri_ExStrInf_2,FrontoParietal,Visual,-0.10956145658269054,-0.1319840676108294,-0.02242261102813886,0.02242261102813886
LH_ContA_Temp_1,LH_SomMotA_8,FrontoParietal,Somatomotor,-0.06318985280232085,-0.08561214291709,-0.02242229011476915,0.02242229011476915
LH_DorsAttnA_TempOcc_1,LH_VisCent_ExStr_3,DorsalAttention,Visual,0.1497428830242229,0.17216323651301246,0.02242035348878957,0.02242035348878957
LH_LimbicA_TempPole_3,RH_ContC_Cingp_1,Limbic,FrontoParietal,-0.03994285545877057,-0.06236317714632572,-0.02242032168755515,0.02242032168755515
LH_DefaultA_PFCd_1,RH_SomMotA_9,DefaultMode,Somatomotor,-0.0640779129578986,-0.08649782376239236,-0.022419910804493765,0.022419910804493765
LH_DefaultA_PFCm_2,RH_SalVentAttnB_Ins_2,DefaultMode,VentralAttention,-0.35378885903523766,-0.3313718585050824,0.022417000530155273,0.022417000530155273
RH_SomMotA_9,RH_SomMotB_S2_3,Somatomotor,Somatomotor,0.12863746180820226,0.15105351653322477,0.022416054725022505,0.022416054725022505
LH_DorsAttnB_PostC_4,LH_LimbicA_TempPole_3,DorsalAttention,Limbic,-0.05143055202469015,-0.07384588638518388,-0.022415334360493734,0.022415334360493734
LH_DefaultA_IPL_1,RH_ContB_PFCmp_1,DefaultMode,FrontoParietal,0.04221744426156026,0.019805989652396865,-0.022411454609163394,0.022411454609163394
LH_DorsAttnB_PostC_2,RH_ContB_Temp_1,DorsalAttention,FrontoParietal,-0.16150145812074665,-0.1839122232580649,-0.02241076513731824,0.02241076513731824
LH_SomMotA_4,RH_DefaultA_PFCm_3,Somatomotor,DefaultMode,-0.1135507064386945,-0.13596119586687266,-0.022410489428178165,0.022410489428178165
RH_ContB_Temp_1,RH_SomMotA_5,FrontoParietal,Somatomotor,-0.1588616572705083,-0.18126560579807646,-0.022403948527568163,0.022403948527568163
LH_DefaultB_Temp_2,RH_SalVentAttnB_PFClv_1,DefaultMode,VentralAttention,-0.2044269723677674,-0.18202643041729885,0.02240054195046856,0.02240054195046856
RH_ContA_PFCl_1,RH_DorsAttnA_SPL_2,FrontoParietal,DorsalAttention,0.20133150234144134,0.2237307722415763,0.022399269900134966,0.022399269900134966
LH_DefaultB_Temp_4,LH_SomMotA_8,DefaultMode,Somatomotor,0.06223557423813824,0.039836776777163276,-0.022398797460974965,0.022398797460974965
LH_SomMotA_3,RH_ContB_IPL_2,Somatomotor,FrontoParietal,-0.09968444248564404,-0.07729018285873637,0.022394259626907664,0.022394259626907664
LH_DefaultA_pCunPCC_3,RH_SalVentAttnB_Ins_1,DefaultMode,VentralAttention,-0.11797410677375374,-0.09558483803077074,0.022389268742983,0.022389268742983
LH_DefaultB_Temp_2,LH_SomMotB_Aud_2,DefaultMode,Somatomotor,-0.07819985135329151,-0.10058724363367956,-0.022387392280388052,0.022387392280388052
RH_ContA_Cingm_1,RH_DefaultC_PHC_1,FrontoParietal,DefaultMode,0.005698172163467818,-0.016686297361630745,-0.022384469525098562,0.022384469525098562
LH_VisCent_ExStr_3,RH_SalVentAttnB_PFCmp_1,Visual,VentralAttention,-0.1450522917668351,-0.12267183510913345,0.02238045665770165,0.02238045665770165
RH_ContB_IPL_1,RH_SalVentAttnA_PrC_1,FrontoParietal,VentralAttention,-0.2084701960005666,-0.23084653310112202,-0.02237633710055542,0.02237633710055542
RH_SalVentAttnA_Ins_2,RH_SomMotB_S2_2,VentralAttention,Somatomotor,0.38282087977309837,0.3604485785915984,-0.022372301181499965,0.022372301181499965
LH_ContA_PFCl_2,LH_SomMotA_7,FrontoParietal,Somatomotor,-0.039882157109019746,-0.06225183886456465,-0.022369681755544907,0.022369681755544907
LH_SalVentAttnB_PFCmp_1,RH_ContA_PFCd_1,VentralAttention,FrontoParietal,-0.017058685669652227,0.0053105915229727406,0.022369277192624968,0.022369277192624968
RH_LimbicB_OFC_2,RH_SomMotA_1,Limbic,Somatomotor,-0.11750433071131736,-0.1398722966190038,-0.022367965907686443,0.022367965907686443
LH_SomMotA_8,RH_LimbicA_TempPole_4,Somatomotor,Limbic,-0.054047929457716484,-0.03168105585039714,0.022366873607319343,0.022366873607319343
