region_idx,region_name,network,hemisphere,accuracy,error_rate,precision,recall,f1_score,fnr,fpr,n_samples,n_correct,n_errors,n_false_positives
69,LH_ContB_PFClv_1,ContB,left,0.9196428571428571,0.0803571428571429,0.9493087557603687,0.9196428571428571,0.9342403628117913,0.08035714285714286,0.00021258503401360543,224,206,18,11
70,LH_ContB_PFClv_2,ContB,left,0.9107142857142857,0.0892857142857143,0.9066666666666666,0.9107142857142857,0.9086859688195991,0.08928571428571429,0.00040584415584415587,224,204,20,21
71,LH_ContC_pCun_1,ContC,left,1.0,0.0,0.9955555555555555,1.0,0.9977728285077951,0.0,1.932591218305504e-05,224,224,0,1
72,LH_ContC_pCun_2,ContC,left,0.9732142857142857,0.0267857142857143,0.9864253393665159,0.9732142857142857,0.9797752808988764,0.026785714285714284,5.797773654916512e-05,224,218,6,3
73,LH_ContC_Cingp_1,ContC,left,0.9866071428571429,0.013392857142857095,1.0,0.9866071428571429,0.9932584269662922,0.013392857142857142,0.0,224,221,3,0
74,LH_DefaultA_IPL_1,DefaultA,left,0.9642857142857143,0.0357142857142857,1.0,0.9642857142857143,0.9818181818181818,0.03571428571428571,0.0,224,216,8,0
75,LH_DefaultA_PFCd_1,DefaultA,left,0.9598214285714286,0.0401785714285714,0.9684684684684685,0.9598214285714286,0.9641255605381166,0.04017857142857143,0.00013528138528138528,224,215,9,7
76,LH_DefaultA_pCunPCC_1,DefaultA,left,0.9866071428571429,0.013392857142857095,0.9910313901345291,0.9866071428571429,0.9888143176733781,0.013392857142857142,3.865182436611008e-05,224,221,3,2
77,LH_DefaultA_pCunPCC_2,DefaultA,left,0.96875,0.03125,0.96875,0.96875,0.96875,0.03125,0.00013528138528138528,224,217,7,7
78,LH_DefaultA_pCunPCC_3,DefaultA,left,0.9732142857142857,0.0267857142857143,0.990909090909091,0.9732142857142857,0.9819819819819819,0.026785714285714284,3.865182436611008e-05,224,218,6,2
79,LH_DefaultA_PFCm_1,DefaultA,left,0.9375,0.0625,0.9859154929577465,0.9375,0.9610983981693364,0.0625,5.797773654916512e-05,224,210,14,3
80,LH_DefaultA_PFCm_2,DefaultA,left,0.9508928571428571,0.049107142857142905,0.9815668202764977,0.9508928571428571,0.9659863945578231,0.049107142857142856,7.730364873222017e-05,224,213,11,4
81,LH_DefaultA_PFCm_3,DefaultA,left,0.9821428571428571,0.017857142857142905,0.990990990990991,0.9821428571428571,0.9865470852017937,0.017857142857142856,3.865182436611008e-05,224,220,4,2
82,LH_DefaultB_Temp_1,DefaultB,left,0.9375,0.0625,0.967741935483871,0.9375,0.9523809523809523,0.0625,0.00013528138528138528,224,210,14,7
83,LH_DefaultB_Temp_2,DefaultB,left,0.875,0.125,0.9074074074074074,0.875,0.8909090909090909,0.125,0.0003865182436611008,224,196,28,20
84,LH_DefaultB_Temp_3,DefaultB,left,0.9330357142857143,0.0669642857142857,0.954337899543379,0.9330357142857143,0.943566591422122,0.06696428571428571,0.0001932591218305504,224,209,15,10
85,LH_DefaultB_Temp_4,DefaultB,left,0.9553571428571429,0.044642857142857095,0.9771689497716894,0.9553571428571429,0.9661399548532732,0.044642857142857144,9.66295609152752e-05,224,214,10,5
86,LH_DefaultB_IPL_1,DefaultB,left,0.8705357142857143,0.1294642857142857,0.8783783783783784,0.8705357142857143,0.8744394618834082,0.12946428571428573,0.0005217996289424861,224,195,29,27
87,LH_DefaultB_PFCd_1,DefaultB,left,0.9866071428571429,0.013392857142857095,1.0,0.9866071428571429,0.9932584269662922,0.013392857142857142,0.0,224,221,3,0
88,LH_DefaultB_PFCd_2,DefaultB,left,0.9821428571428571,0.017857142857142905,0.9865470852017937,0.9821428571428571,0.9843400447427293,0.017857142857142856,5.797773654916512e-05,224,220,4,3
89,LH_DefaultB_PFCd_3,DefaultB,left,0.9464285714285714,0.0535714285714286,0.9592760180995475,0.9464285714285714,0.952808988764045,0.05357142857142857,0.00017393320964749536,224,212,12,9
90,LH_DefaultB_PFCd_4,DefaultB,left,0.9553571428571429,0.044642857142857095,0.9683257918552036,0.9553571428571429,0.9617977528089888,0.044642857142857144,0.00013528138528138528,224,214,10,7
91,LH_DefaultB_PFCv_1,DefaultB,left,0.9241071428571429,0.0758928571428571,0.9409090909090909,0.9241071428571429,0.9324324324324325,0.07589285714285714,0.0002512368583797155,224,207,17,13
92,LH_DefaultB_PFCv_2,DefaultB,left,0.8526785714285714,0.1473214285714286,0.8451327433628318,0.8526785714285714,0.8488888888888888,0.14732142857142858,0.0006764069264069264,224,191,33,35
93,LH_DefaultB_PFCv_3,DefaultB,left,0.9553571428571429,0.044642857142857095,0.9596412556053812,0.9553571428571429,0.9574944071588367,0.044642857142857144,0.00017393320964749536,224,214,10,9
94,LH_DefaultB_PFCv_4,DefaultB,left,0.9598214285714286,0.0401785714285714,0.9728506787330317,0.9598214285714286,0.9662921348314607,0.04017857142857143,0.00011595547309833024,224,215,9,6
