region_idx,mean_confidence,std_confidence,mean_conf_correct,mean_conf_incorrect,confidence_gap,region_name,network
144,0.8352728525836908,0.21192994168407264,0.874027792690322,0.4606417648862569,0.41338602780406514,RH_SalVentAttnA_Ins_2,SalVentAttnA
145,0.8949125784955295,0.13583256841495325,0.8982658127781057,0.7104846929538359,0.18778111982426982,RH_SalVentAttnA_FrOper_1,SalVentAttnA
146,0.8625667916030313,0.2035196250323521,0.878772450180945,0.3601913756877071,0.5185810744932379,RH_SalVentAttnA_FrMed_1,SalVentAttnA
147,0.7495631731375573,0.26989662684379284,0.8093096412492023,0.39108436446768635,0.418225276781516,RH_SalVentAttnA_ParMed_1,SalVentAttnA
148,0.8625836333416499,0.20215868155572328,0.8928769098662505,0.3709004528269795,0.521976457039271,RH_SalVentAttnA_ParMed_2,SalVentAttnA
149,0.8333942178207273,0.23009557979086745,0.8690830286029001,0.3361301209224532,0.5329529076804469,RH_SalVentAttnA_FrMed_2,SalVentAttnA
150,0.8282486821518867,0.22777810490041955,0.8691474708538366,0.41108103739199764,0.45806643346183895,RH_SalVentAttnB_IPL_1,SalVentAttnB
151,0.8547434231320372,0.21638288397041788,0.8926984146477778,0.32590387467938414,0.5667945399683936,RH_SalVentAttnB_PFClv_1,SalVentAttnB
152,0.8434540410145192,0.21719974484781543,0.8719242760968198,0.3404798878938758,0.531444388202944,RH_SalVentAttnB_PFCl_1,SalVentAttnB
153,0.7698001952795119,0.2523600702923747,0.8276492846420237,0.34771609881970394,0.47993318582231975,RH_SalVentAttnB_Ins_1,SalVentAttnB
154,0.8617182734911318,0.19485914761410145,0.8806840486887605,0.45585068426187786,0.42483336442688263,RH_SalVentAttnB_Ins_2,SalVentAttnB
155,0.8624779837643081,0.20916194658588963,0.8951433298171677,0.3322942901371224,0.5628490396800453,RH_SalVentAttnB_PFCmp_1,SalVentAttnB
156,0.8165841045895289,0.24669005551920947,0.8691893128478374,0.3335726469450614,0.535616665902776,RH_LimbicB_OFC_1,LimbicB
157,0.7994450676240366,0.24284356559518536,0.8377840059867895,0.3606772174725299,0.4771067885142596,RH_LimbicB_OFC_2,LimbicB
158,0.9049259042171526,0.16094051524389238,0.9138360493970735,0.5146615453366238,0.39917450406044974,RH_LimbicB_OFC_3,LimbicB
159,0.8192597426947522,0.23408309675304015,0.8597160379829194,0.40660553075544625,0.45311050722747315,RH_LimbicB_OFC_4,LimbicB
160,0.7517847310501724,0.2641205799318471,0.8196164539972759,0.3591829406593612,0.4604335133379147,RH_LimbicA_TempPole_1,LimbicA
161,0.7156322438159541,0.28329388551982926,0.7904741313418598,0.371359561196787,0.41911457014507286,RH_LimbicA_TempPole_2,LimbicA
162,0.6520566391829433,0.3025337348321055,0.7414168423781791,0.31552991651152384,0.4258869258666552,RH_LimbicA_TempPole_3,LimbicA
163,0.8140917466283125,0.23897832833366742,0.8593987909979808,0.37612365105485346,0.4832751399431273,RH_LimbicA_TempPole_4,LimbicA
164,0.9015059212506288,0.1705153126446131,0.92015239914873,0.39805101800189246,0.5221013811468376,RH_ContA_IPS_1,ContA
165,0.8826856171090434,0.17104036163771016,0.897857432348483,0.33144299674273964,0.5664144356057434,RH_ContA_IPS_2,ContA
166,0.8342792145061425,0.22923954279280725,0.875774413471276,0.3865678572507542,0.48920655622052184,RH_ContA_PFCd_1,ContA
167,0.8364081679199591,0.22192891500007075,0.8680558619651969,0.3616927572413922,0.5063631047238046,RH_ContA_PFCl_1,ContA
168,0.8440162109371349,0.2177282151667935,0.8757764997561485,0.40148952005887717,0.4742869796972713,RH_ContA_PFCl_2,ContA
169,0.7949375403873061,0.2585551346982876,0.8249898908959477,0.3441522827576827,0.4808376081382649,RH_ContA_Cingm_1,ContA
170,0.857649125953888,0.19296626042243584,0.8731842464516474,0.556832701770003,0.3163515446816444,RH_ContB_Temp_1,ContB
171,0.8109548532256733,0.23499799061357085,0.8537892991606864,0.3207384164138587,0.5330508827468277,RH_ContB_Temp_2,ContB
172,0.8881542721788372,0.17799958890626297,0.9049498684417138,0.5287285121532832,0.37622135628843056,RH_ContB_IPL_1,ContB
173,0.8740442950954928,0.19746009164326633,0.8929990677634994,0.5070109697968221,0.3859880979666772,RH_ContB_IPL_2,ContB
174,0.8174928188730947,0.24034170728713936,0.8633260627783776,0.3499937310392093,0.5133323317391684,RH_ContB_PFCld_1,ContB
175,0.8798455781613669,0.1990143617316169,0.9098305082909772,0.39316709682692136,0.5166634114640558,RH_ContB_PFCld_2,ContB
176,0.8449407085241175,0.20677346096741053,0.8761522089612686,0.41006046909981325,0.4660917398614553,RH_ContB_PFClv_1,ContB
177,0.8359827731734427,0.21583263604648315,0.8720551074396262,0.4231549476826765,0.44890015975694975,RH_ContB_PFClv_2,ContB
178,0.8648088960517865,0.18227586433295095,0.8850359182179152,0.43195062169663323,0.45308529652128193,RH_ContB_PFCmp_1,ContB
179,0.8779969734494154,0.19102853088630428,0.8992638936403605,0.36995387999906215,0.5293100136412984,RH_ContB_PFCld_3,ContB
180,0.9283986142597792,0.1294012898600933,0.9347582533191267,0.222478678672188,0.7122795746469386,RH_ContC_pCun_1,ContC
181,0.8903983688156328,0.17275161942518902,0.8994745501623013,0.3912083947488771,0.5082661554134242,RH_ContC_pCun_2,ContC
182,0.9217083543385048,0.13409559260360862,0.9288807180129578,0.39334423032046145,0.5355364876924964,RH_ContC_Cingp_1,ContC
